Month,Product,Region,Customer_Segment,Ad_Spend,Interest_Rate,Promotion_Active,Market_Index,Festive_Month,Previous_Month_Demand,Product_Demand
2021-08,Credit Card,Tier 3,Student,36155,10.46,0,107.37,0,1619,762
2021-08,Personal Loan,Tier 1,Salaried,44707,8.7,1,92.46,0,2316,655
2021-08,Personal Loan,Tier 1,Self-Employed,10281,6.39,0,94.49,0,3532,568
2021-08,Personal Loan,Tier 1,Student,39856,11.07,1,103.76,0,1275,855
2021-08,Personal Loan,Tier 2,Salaried,45057,15.65,0,90.35,0,1216,425
2021-08,Personal Loan,Tier 2,Self-Employed,71212,14.68,0,95.08,0,3474,770
2021-08,Personal Loan,Tier 2,Student,19110,12.67,1,92.51,0,2661,627
2021-08,Personal Loan,Tier 3,Salaried,88131,13.05,1,104.66,0,4079,995
2021-08,Personal Loan,Tier 3,Self-Employed,33196,10.44,0,109.27,0,2198,649
2021-08,Personal Loan,Tier 3,Student,58320,14.38,1,97.49,0,4485,906
2021-08,Mutual Fund,Tier 1,Salaried,38625,12.18,1,107.29,0,4952,961
2021-08,Mutual Fund,Tier 1,Self-Employed,60138,15.31,1,108.37,0,4072,1027
2021-08,Mutual Fund,Tier 1,Student,89134,12.59,0,103.34,0,3408,808
2021-08,Mutual Fund,Tier 2,Salaried,18125,12.58,1,102.1,0,1574,695
2021-08,Mutual Fund,Tier 2,Self-Employed,70576,10.07,1,105.05,0,4828,1008
2021-08,Mutual Fund,Tier 2,Student,95150,13.38,1,103.01,0,4173,1043
2021-08,Mutual Fund,Tier 3,Salaried,14114,14.08,1,107.56,0,4350,882
2021-08,Mutual Fund,Tier 3,Self-Employed,27772,14.18,1,95.94,0,1454,654
2021-08,Mutual Fund,Tier 3,Student,61924,9.25,1,102.2,0,3190,957
2021-08,Fixed Deposit,Tier 1,Salaried,87714,9.89,0,101.93,0,1735,666
2021-08,Fixed Deposit,Tier 1,Self-Employed,32443,6.15,0,102.07,0,4693,762
2021-08,Fixed Deposit,Tier 1,Student,35537,10.63,0,100.85,0,3375,642
2021-08,Fixed Deposit,Tier 2,Salaried,41348,14.14,0,97.6,0,1303,489
2021-08,Fixed Deposit,Tier 2,Self-Employed,37598,11.34,0,97.89,0,3390,635
2021-08,Fixed Deposit,Tier 2,Student,91709,13.18,0,100.42,0,1020,722
2021-08,Fixed Deposit,Tier 3,Salaried,74106,6.08,0,91.43,0,3446,628
2021-08,Fixed Deposit,Tier 3,Self-Employed,18906,9.8,1,108.69,0,1469,717
2021-08,Fixed Deposit,Tier 3,Student,56881,7.66,1,95.14,0,4635,834
2021-08,SIP,Tier 1,Salaried,52652,14.03,0,101.62,0,1105,669
2021-08,SIP,Tier 1,Self-Employed,74157,13.16,0,109.53,0,3137,822
2021-08,SIP,Tier 1,Student,96365,7.81,0,107.19,0,2062,868
2021-08,SIP,Tier 2,Salaried,73646,13.09,1,105.87,0,1444,803
2021-08,SIP,Tier 2,Self-Employed,34611,10.25,1,106.12,0,2408,920
2021-08,SIP,Tier 2,Student,81031,11.26,0,109.03,0,3934,941
2021-08,SIP,Tier 3,Salaried,33669,11.15,1,94.56,0,1520,597
2021-08,SIP,Tier 3,Self-Employed,91929,7.75,0,106.8,0,3631,945
2021-08,SIP,Tier 3,Student,44084,9.02,1,106.45,0,4131,1030
2021-09,Credit Card,Tier 1,Salaried,46041,14.1,0,102.48,0,4040,830
2021-09,Credit Card,Tier 1,Self-Employed,74174,8.35,1,107.26,0,1630,958
2021-09,Credit Card,Tier 1,Student,59104,7.78,0,102.84,0,1987,805
2021-09,Credit Card,Tier 2,Salaried,33711,12.38,0,97.82,0,3556,745
2021-09,Credit Card,Tier 2,Self-Employed,17421,7.42,1,92.73,0,4668,853
2021-09,Credit Card,Tier 2,Student,42117,10.46,0,103.85,0,1998,593
2021-09,Credit Card,Tier 3,Salaried,39371,14.19,1,104.49,0,3601,813
2021-09,Credit Card,Tier 3,Self-Employed,49532,6.79,1,102.91,0,4747,1011
2021-09,Credit Card,Tier 3,Student,26456,9.23,0,96.87,0,4046,772
2021-09,Personal Loan,Tier 1,Salaried,82240,14.32,1,106.01,0,4610,1092
2021-09,Personal Loan,Tier 1,Self-Employed,24484,8.71,1,103.02,0,4061,831
2021-09,Personal Loan,Tier 1,Student,55113,9.33,1,91.05,0,2195,634
2021-09,Personal Loan,Tier 2,Salaried,68576,15.95,0,99.3,0,4335,816
2021-09,Personal Loan,Tier 2,Self-Employed,54843,6.89,0,93.51,0,3334,623
2021-09,Personal Loan,Tier 2,Student,35592,7.7,1,91.93,0,1632,637
2021-09,Personal Loan,Tier 3,Salaried,78619,9.48,1,109.62,0,3562,1077
2021-09,Personal Loan,Tier 3,Self-Employed,91437,8.35,1,109.48,0,1629,871
2021-09,Personal Loan,Tier 3,Student,72711,11.4,0,103.43,0,2107,825
2021-09,Mutual Fund,Tier 1,Salaried,66273,13.88,1,92.55,0,3831,767
2021-09,Mutual Fund,Tier 1,Self-Employed,19715,13.09,1,92.35,0,2686,694
2021-09,Mutual Fund,Tier 1,Student,94328,6.88,0,94.78,0,3496,750
2021-09,Mutual Fund,Tier 2,Salaried,48067,8.8,1,102.01,0,1310,692
2021-09,Mutual Fund,Tier 2,Self-Employed,93362,13.86,0,109.84,0,4172,835
2021-09,Mutual Fund,Tier 2,Student,22329,11.4,0,97.61,0,4287,735
2021-09,Mutual Fund,Tier 3,Salaried,83165,14.06,1,94.24,0,4597,890
2021-09,Mutual Fund,Tier 3,Self-Employed,88222,10.03,1,93.08,0,3978,824
2021-09,Mutual Fund,Tier 3,Student,65249,12.41,0,101.5,0,3300,701
2021-09,Fixed Deposit,Tier 1,Salaried,39984,15.23,1,92.78,0,3383,703
2021-09,Fixed Deposit,Tier 1,Self-Employed,83965,7.75,0,109.06,0,3949,841
2021-09,Fixed Deposit,Tier 1,Student,81308,9.68,1,99.56,0,1963,781
2021-09,Fixed Deposit,Tier 2,Salaried,41822,15.63,1,105.53,0,1127,762
2021-09,Fixed Deposit,Tier 2,Self-Employed,87452,15.36,1,98.79,0,2851,968
2021-09,Fixed Deposit,Tier 2,Student,88213,6,0,102.39,0,2083,824
2021-09,Fixed Deposit,Tier 3,Salaried,82146,9.86,0,105.62,0,3825,850
2021-09,Fixed Deposit,Tier 3,Self-Employed,65677,15.95,0,102.39,0,2486,681
2021-09,Fixed Deposit,Tier 3,Student,54936,7.42,0,105.65,0,4565,871
2021-09,SIP,Tier 1,Salaried,16406,12.92,1,102.36,0,2795,783
2021-09,SIP,Tier 1,Self-Employed,64823,14.14,0,94.42,0,4292,668
2021-09,SIP,Tier 1,Student,22411,14.48,1,92.61,0,4699,873
2021-09,SIP,Tier 2,Salaried,81229,12.54,0,97.36,0,3139,643
2021-09,SIP,Tier 2,Self-Employed,41174,13.34,1,109.28,0,2206,897
2021-09,SIP,Tier 2,Student,73037,10.81,1,105.81,0,3708,1022
2021-09,SIP,Tier 3,Salaried,34022,7.37,0,102.38,0,4084,839
2021-09,SIP,Tier 3,Self-Employed,57076,15.6,1,97.43,0,1496,822
2021-09,SIP,Tier 3,Student,20634,10.54,1,95.32,0,1628,598
2021-10,Credit Card,Tier 1,Salaried,20749,7.5,1,94.87,1,1593,961
2021-10,Credit Card,Tier 1,Self-Employed,40620,10.59,0,109.12,1,3672,1007
2021-10,Credit Card,Tier 1,Student,40911,13.87,0,108.86,1,4201,970
2021-10,Credit Card,Tier 2,Salaried,13631,8.55,1,108.61,1,3279,1004
2021-10,Credit Card,Tier 2,Self-Employed,38602,10.5,0,102.28,1,4003,933
2021-10,Credit Card,Tier 2,Student,35431,14.82,0,104.75,1,3496,905
2021-10,Credit Card,Tier 3,Salaried,51991,6.42,0,104.92,1,4456,1051
2021-10,Credit Card,Tier 3,Self-Employed,38082,6.71,1,90.71,1,1147,777
2021-10,Credit Card,Tier 3,Student,54857,10.62,1,96.99,1,1398,980
2021-10,Personal Loan,Tier 1,Salaried,74027,9.55,1,91.97,1,3397,1034
2021-10,Personal Loan,Tier 1,Self-Employed,86295,8.65,1,91.65,1,3415,1046
2021-10,Personal Loan,Tier 1,Student,27630,13.82,1,102.49,1,4009,1138
2021-10,Personal Loan,Tier 2,Salaried,87360,8.55,1,105.49,1,3216,1218
2021-10,Personal Loan,Tier 2,Self-Employed,71558,6.42,1,96.44,1,4747,1201
2021-10,Personal Loan,Tier 2,Student,15978,15.8,1,99.72,1,3207,954
2021-10,Personal Loan,Tier 3,Salaried,79519,14.12,1,93.13,1,1521,859
2021-10,Personal Loan,Tier 3,Self-Employed,68279,11.99,0,97.44,1,2850,870
2021-10,Personal Loan,Tier 3,Student,65419,9.89,1,108.86,1,3461,1264
2021-10,Mutual Fund,Tier 1,Salaried,74946,14.87,1,109.85,1,3169,1113
2021-10,Mutual Fund,Tier 1,Self-Employed,58758,14.79,1,108.38,1,4601,1255
2021-10,Mutual Fund,Tier 1,Student,38044,8.21,1,106.84,1,4431,1208
2021-10,Mutual Fund,Tier 2,Salaried,24571,6.54,1,100.9,1,1234,925
2021-10,Mutual Fund,Tier 2,Self-Employed,53541,11.4,0,93.3,1,3588,941
2021-10,Mutual Fund,Tier 2,Student,34858,15.65,0,100.12,1,1087,690
2021-10,Mutual Fund,Tier 3,Salaried,67804,10.13,0,101.81,1,3743,892
2021-10,Mutual Fund,Tier 3,Self-Employed,18894,7.06,0,103.78,1,2830,888
2021-10,Mutual Fund,Tier 3,Student,19496,13.61,0,93.22,1,4257,858
2021-10,Fixed Deposit,Tier 1,Salaried,75095,8.47,0,107.63,1,2923,1033
2021-10,Fixed Deposit,Tier 1,Self-Employed,72946,10.01,1,103.15,1,3520,1062
2021-10,Fixed Deposit,Tier 1,Student,44196,13.33,0,102.3,1,4137,1019
2021-10,Fixed Deposit,Tier 2,Salaried,77695,13.84,1,100.48,1,3281,1094
2021-10,Fixed Deposit,Tier 2,Self-Employed,20805,14.33,1,94.05,1,4489,1064
2021-10,Fixed Deposit,Tier 2,Student,99464,12.78,1,92.98,1,2014,984
2021-10,Fixed Deposit,Tier 3,Salaried,22087,11.02,1,97.37,1,2404,963
2021-10,Fixed Deposit,Tier 3,Self-Employed,28313,14.86,0,92.76,1,4813,803
2021-10,Fixed Deposit,Tier 3,Student,12023,7.78,1,102.39,1,2795,1085
2021-10,SIP,Tier 1,Salaried,43848,9.88,0,101.76,1,3563,847
2021-10,SIP,Tier 1,Self-Employed,79122,6.65,1,94.51,1,3547,1128
2021-10,SIP,Tier 1,Student,46727,12.03,1,101.99,1,2938,1108
2021-10,SIP,Tier 2,Salaried,70603,14.25,0,102.73,1,3258,1009
2021-10,SIP,Tier 2,Self-Employed,59815,9.34,1,109.64,1,2140,1184
2021-10,SIP,Tier 2,Student,20258,10.4,1,92.45,1,3160,1003
2021-10,SIP,Tier 3,Salaried,86256,6.89,1,91.25,1,1475,920
2021-10,SIP,Tier 3,Self-Employed,26184,15.33,0,93.47,1,1197,573
2021-10,SIP,Tier 3,Student,59811,13.86,0,103.72,1,2582,893
2021-11,Credit Card,Tier 1,Salaried,67418,13.4,1,101.76,1,2528,1021
2021-11,Credit Card,Tier 1,Self-Employed,18329,9.35,0,104.01,1,2885,891
2021-11,Credit Card,Tier 1,Student,45525,11.18,0,105.65,1,4986,1109
2021-11,Credit Card,Tier 2,Salaried,35122,10.3,0,97.54,1,4903,1003
2021-11,Credit Card,Tier 2,Self-Employed,52963,14.03,1,108.75,1,3403,1112
2021-11,Credit Card,Tier 2,Student,36201,6.81,0,108.08,1,3978,1046
2021-11,Credit Card,Tier 3,Salaried,12839,13.3,1,91.15,1,1685,763
2021-11,Credit Card,Tier 3,Self-Employed,17531,7.35,0,108.45,1,1984,817
2021-11,Credit Card,Tier 3,Student,33252,6.69,1,90.89,1,2365,944
2021-11,Personal Loan,Tier 1,Salaried,10162,8.76,1,94.99,1,4919,1065
2021-11,Personal Loan,Tier 1,Self-Employed,19833,14.45,1,91.31,1,2836,955
2021-11,Personal Loan,Tier 1,Student,12643,12.2,0,92.78,1,3243,831
2021-11,Personal Loan,Tier 2,Salaried,40682,9.47,0,94.74,1,1671,811
2021-11,Personal Loan,Tier 2,Self-Employed,87454,14.82,0,91.05,1,3539,907
2021-11,Personal Loan,Tier 2,Student,32669,13.31,1,109.59,1,4652,1207
2021-11,Personal Loan,Tier 3,Salaried,44521,7.91,0,99.28,1,2880,870
2021-11,Personal Loan,Tier 3,Self-Employed,39055,15.67,0,92.28,1,4249,851
2021-11,Personal Loan,Tier 3,Student,34259,10.18,0,107.01,1,4062,922
2021-11,Mutual Fund,Tier 1,Salaried,72032,15.81,0,107.2,1,4001,979
2021-11,Mutual Fund,Tier 1,Self-Employed,56760,13.92,0,100.87,1,1965,947
2021-11,Mutual Fund,Tier 1,Student,79184,10.29,0,108.91,1,4183,1061
2021-11,Mutual Fund,Tier 2,Salaried,78673,6.98,1,98.24,1,1636,1102
2021-11,Mutual Fund,Tier 2,Self-Employed,84071,13.87,1,106.13,1,4721,1244
2021-11,Mutual Fund,Tier 2,Student,77263,13.94,0,94.03,1,3438,817
2021-11,Mutual Fund,Tier 3,Salaried,22819,11.45,1,105.14,1,3261,1094
2021-11,Mutual Fund,Tier 3,Self-Employed,82055,7.26,0,107.59,1,3651,999
2021-11,Mutual Fund,Tier 3,Student,66700,10.51,1,105.01,1,1880,1164
2021-11,Fixed Deposit,Tier 1,Salaried,91816,6.94,0,108.18,1,4168,1080
2021-11,Fixed Deposit,Tier 1,Self-Employed,51971,13.98,0,103.14,1,3648,969
2021-11,Fixed Deposit,Tier 1,Student,89025,6.93,0,109.29,1,3551,1024
2021-11,Fixed Deposit,Tier 2,Salaried,71001,6.94,1,105.86,1,3211,1160
2021-11,Fixed Deposit,Tier 2,Self-Employed,17239,13.98,0,93.92,1,3285,771
2021-11,Fixed Deposit,Tier 2,Student,89057,7.58,1,101.16,1,3433,1079
2021-11,Fixed Deposit,Tier 3,Salaried,47711,14.57,0,107.94,1,2898,885
2021-11,Fixed Deposit,Tier 3,Self-Employed,16629,7.41,0,90.67,1,4591,832
2021-11,Fixed Deposit,Tier 3,Student,27071,7.52,1,105.97,1,3413,1014
2021-11,SIP,Tier 1,Salaried,12591,7.18,0,100.1,1,4087,922
2021-11,SIP,Tier 1,Self-Employed,35150,10.85,0,103.36,1,1268,874
2021-11,SIP,Tier 1,Student,11283,15.97,1,98.55,1,1246,867
2021-11,SIP,Tier 2,Salaried,26154,12.87,0,100.55,1,4864,983
2021-11,SIP,Tier 2,Self-Employed,34217,6.79,0,109.47,1,4547,964
2021-11,SIP,Tier 2,Student,19587,15.18,1,104.2,1,4448,1115
2021-11,SIP,Tier 3,Salaried,97489,14.22,1,96.28,1,4799,1206
2021-11,SIP,Tier 3,Self-Employed,10587,9.35,1,94.89,1,3203,1022
2021-11,SIP,Tier 3,Student,35556,10.2,1,96.96,1,1942,917
2021-12,Credit Card,Tier 1,Salaried,80969,12.14,0,102.42,1,4733,978
2021-12,Credit Card,Tier 1,Self-Employed,82516,14.06,1,109.58,1,1930,1069
2021-12,Credit Card,Tier 1,Student,68067,13.39,1,96.5,1,1935,1035
2021-12,Credit Card,Tier 2,Salaried,77494,7.67,1,94.54,1,1967,996
2021-12,Credit Card,Tier 2,Self-Employed,85330,12.94,0,94.31,1,3190,998
2021-12,Credit Card,Tier 2,Student,81906,13.63,0,103.06,1,4725,1106
2021-12,Credit Card,Tier 3,Salaried,63798,14.07,1,103.3,1,3257,1117
2021-12,Credit Card,Tier 3,Self-Employed,96661,12.71,0,93.38,1,2377,901
2021-12,Credit Card,Tier 3,Student,82237,10.6,1,97.63,1,3749,1059
2021-12,Personal Loan,Tier 1,Salaried,56738,15.77,1,99.58,1,2904,949
2021-12,Personal Loan,Tier 1,Self-Employed,33383,6.27,1,95.6,1,2967,971
2021-12,Personal Loan,Tier 1,Student,25282,14.26,0,106.1,1,1979,911
2021-12,Personal Loan,Tier 2,Salaried,58454,12.21,0,96.1,1,2398,856
2021-12,Personal Loan,Tier 2,Self-Employed,88610,14.73,1,94.37,1,2460,980
2021-12,Personal Loan,Tier 2,Student,61875,6.97,1,90.92,1,3720,1053
2021-12,Personal Loan,Tier 3,Salaried,74307,9.01,0,91.48,1,4048,1006
2021-12,Personal Loan,Tier 3,Self-Employed,81363,6.64,1,107.05,1,4944,1321
2021-12,Personal Loan,Tier 3,Student,99709,9.4,1,93.71,1,1694,939
2021-12,Mutual Fund,Tier 1,Salaried,45292,14.38,1,90.69,1,2058,788
2021-12,Mutual Fund,Tier 1,Self-Employed,75087,13.89,0,100.43,1,2348,849
2021-12,Mutual Fund,Tier 1,Student,68643,8.2,1,92.3,1,3044,1109
2021-12,Mutual Fund,Tier 2,Salaried,56403,14.69,1,107.58,1,4136,1078
2021-12,Mutual Fund,Tier 2,Self-Employed,99388,12.94,1,96.34,1,4659,1253
2021-12,Mutual Fund,Tier 2,Student,74046,7.38,0,107.85,1,3652,1121
2021-12,Mutual Fund,Tier 3,Salaried,24567,15.48,1,101.83,1,4740,1155
2021-12,Mutual Fund,Tier 3,Self-Employed,38803,12.76,1,92.08,1,2429,881
2021-12,Mutual Fund,Tier 3,Student,18770,12.52,1,95.43,1,3394,1030
2021-12,Fixed Deposit,Tier 1,Salaried,72824,11.06,0,98.14,1,3261,986
2021-12,Fixed Deposit,Tier 1,Self-Employed,36512,6.4,1,90.91,1,4719,1059
2021-12,Fixed Deposit,Tier 1,Student,39033,15.72,0,99.46,1,1866,854
2021-12,Fixed Deposit,Tier 2,Salaried,83869,12.11,0,99.49,1,2712,977
2021-12,Fixed Deposit,Tier 2,Self-Employed,96716,6.06,1,90.99,1,2159,972
2021-12,Fixed Deposit,Tier 2,Student,26724,10.39,1,100.25,1,2386,926
2021-12,Fixed Deposit,Tier 3,Salaried,98296,9.97,0,95.69,1,4600,1020
2021-12,Fixed Deposit,Tier 3,Self-Employed,69156,9.45,0,101.5,1,2574,974
2021-12,Fixed Deposit,Tier 3,Student,32207,13.02,0,99.01,1,3174,793
2021-12,SIP,Tier 1,Salaried,62780,9.95,1,104.6,1,1583,1149
2021-12,SIP,Tier 1,Self-Employed,70348,13.14,1,103.49,1,2952,1051
2021-12,SIP,Tier 1,Student,74089,15.55,1,104.43,1,4224,1165
2021-12,SIP,Tier 2,Salaried,89190,13.18,0,91.19,1,2710,842
2021-12,SIP,Tier 2,Self-Employed,33377,8.57,1,97.68,1,3686,1098
2021-12,SIP,Tier 2,Student,26977,6.92,0,98.38,1,2107,820
2021-12,SIP,Tier 3,Salaried,26715,6.8,0,105,1,2793,999
2021-12,SIP,Tier 3,Self-Employed,46636,12.79,1,107.76,1,2996,1015
2021-12,SIP,Tier 3,Student,84637,12.36,1,92.31,1,4622,1038
2022-01,Credit Card,Tier 1,Salaried,27154,13.24,0,104.82,0,2628,732
2022-01,Credit Card,Tier 1,Self-Employed,43154,11.34,1,106.4,0,1267,868
2022-01,Credit Card,Tier 1,Student,12282,10.86,0,97.99,0,2380,530
2022-01,Credit Card,Tier 2,Salaried,87872,8.16,0,104.58,0,2528,744
2022-01,Credit Card,Tier 2,Self-Employed,20516,12.92,1,98.08,0,4500,850
2022-01,Credit Card,Tier 2,Student,46788,14.62,1,98.93,0,2889,735
2022-01,Credit Card,Tier 3,Salaried,27858,10.5,1,108.33,0,4134,865
2022-01,Credit Card,Tier 3,Self-Employed,92279,14.9,1,97.42,0,4896,996
2022-01,Credit Card,Tier 3,Student,93555,9.93,1,97.49,0,3487,991
2022-01,Personal Loan,Tier 1,Salaried,86708,12.46,0,107.8,0,4264,848
2022-01,Personal Loan,Tier 1,Self-Employed,54179,9.4,1,102.92,0,3011,953
2022-01,Personal Loan,Tier 1,Student,54014,6.72,1,101.92,0,3928,877
2022-01,Personal Loan,Tier 2,Salaried,18767,12.06,1,106.83,0,2463,782
2022-01,Personal Loan,Tier 2,Self-Employed,27438,12.88,0,109.44,0,3973,802
2022-01,Personal Loan,Tier 2,Student,29799,11.05,0,92.72,0,4737,722
2022-01,Personal Loan,Tier 3,Salaried,17597,6.31,1,98.28,0,4634,817
2022-01,Personal Loan,Tier 3,Self-Employed,28693,13.56,0,99.76,0,3532,684
2022-01,Personal Loan,Tier 3,Student,94092,9.7,1,96.28,0,4158,993
2022-01,Mutual Fund,Tier 1,Salaried,40403,15.95,0,109.68,0,1076,609
2022-01,Mutual Fund,Tier 1,Self-Employed,73918,7.52,0,97.71,0,4055,711
2022-01,Mutual Fund,Tier 1,Student,37716,7.54,0,100.65,0,1364,597
2022-01,Mutual Fund,Tier 2,Salaried,96836,14.34,0,97.12,0,2377,771
2022-01,Mutual Fund,Tier 2,Self-Employed,66882,7.77,0,96.85,0,2003,583
2022-01,Mutual Fund,Tier 2,Student,84027,14.31,1,96.95,0,2627,937
2022-01,Mutual Fund,Tier 3,Salaried,35879,16,0,102.52,0,3186,754
2022-01,Mutual Fund,Tier 3,Self-Employed,49420,15.94,1,96.01,0,2237,792
2022-01,Mutual Fund,Tier 3,Student,94754,8.01,0,92.96,0,3564,801
2022-01,Fixed Deposit,Tier 1,Salaried,45428,11.43,0,92.65,0,4162,684
2022-01,Fixed Deposit,Tier 1,Self-Employed,34842,9.53,0,107.4,0,4732,870
2022-01,Fixed Deposit,Tier 1,Student,36086,7.25,0,103.62,0,2960,665
2022-01,Fixed Deposit,Tier 2,Salaried,39689,15.44,0,108.98,0,1665,622
2022-01,Fixed Deposit,Tier 2,Self-Employed,70011,10.83,1,99.84,0,1694,819
2022-01,Fixed Deposit,Tier 2,Student,68954,8.03,1,98.82,0,2946,974
2022-01,Fixed Deposit,Tier 3,Salaried,78344,9.62,0,107.31,0,4021,863
2022-01,Fixed Deposit,Tier 3,Self-Employed,31083,14.28,0,101.83,0,1902,612
2022-01,Fixed Deposit,Tier 3,Student,63410,8,0,91.19,0,3988,678
2022-01,SIP,Tier 1,Salaried,12384,14.47,1,94.81,0,4646,719
2022-01,SIP,Tier 1,Self-Employed,31826,10.48,0,109.43,0,2724,671
2022-01,SIP,Tier 1,Student,61919,13.63,1,103.75,0,1682,793
2022-01,SIP,Tier 2,Salaried,29337,7.34,1,102.89,0,2227,905
2022-01,SIP,Tier 2,Self-Employed,21944,8.79,1,100.57,0,4805,841
2022-01,SIP,Tier 2,Student,37810,15.98,1,109.89,0,4559,942
2022-01,SIP,Tier 3,Salaried,20886,6.44,1,106.68,0,3048,920
2022-01,SIP,Tier 3,Self-Employed,96156,13.53,0,106.44,0,1200,775
2022-01,SIP,Tier 3,Student,30131,13,0,91.77,0,4336,562
2022-02,Credit Card,Tier 1,Salaried,64189,8.8,1,98.14,0,2381,808
2022-02,Credit Card,Tier 1,Self-Employed,29810,11.49,1,106.16,0,4756,884
2022-02,Credit Card,Tier 1,Student,77628,15.55,0,107.38,0,2089,822
2022-02,Credit Card,Tier 2,Salaried,81312,11.01,1,94.84,0,4429,1014
2022-02,Credit Card,Tier 2,Self-Employed,56092,12.67,0,94.65,0,3342,756
2022-02,Credit Card,Tier 2,Student,78487,8.93,1,98.1,0,2050,862
2022-02,Credit Card,Tier 3,Salaried,33782,10.76,0,100.98,0,2693,738
2022-02,Credit Card,Tier 3,Self-Employed,45596,12.03,0,98.32,0,2304,559
2022-02,Credit Card,Tier 3,Student,86112,13.2,1,98.99,0,4081,1049
2022-02,Personal Loan,Tier 1,Salaried,11589,6.72,1,100.53,0,4249,912
2022-02,Personal Loan,Tier 1,Self-Employed,26237,14.23,1,95.8,0,2053,781
2022-02,Personal Loan,Tier 1,Student,94227,7.43,0,104.41,0,2035,815
2022-02,Personal Loan,Tier 2,Salaried,22237,14.82,1,102.59,0,2098,755
2022-02,Personal Loan,Tier 2,Self-Employed,89563,10.02,0,90,0,4065,724
2022-02,Personal Loan,Tier 2,Student,41897,13.15,1,104.14,0,4414,917
2022-02,Personal Loan,Tier 3,Salaried,68161,10.67,1,94.94,0,1888,739
2022-02,Personal Loan,Tier 3,Self-Employed,80812,15.31,0,97.2,0,4730,829
2022-02,Personal Loan,Tier 3,Student,15793,9.13,1,108.14,0,1818,848
2022-02,Mutual Fund,Tier 1,Salaried,12224,9.77,1,109.28,0,4492,986
2022-02,Mutual Fund,Tier 1,Self-Employed,42441,6.42,0,97.75,0,3010,699
2022-02,Mutual Fund,Tier 1,Student,33478,6.04,0,95.08,0,1234,461
2022-02,Mutual Fund,Tier 2,Salaried,39796,15.66,1,92.59,0,4523,877
2022-02,Mutual Fund,Tier 2,Self-Employed,64040,8.98,0,99.51,0,2746,754
2022-02,Mutual Fund,Tier 2,Student,76852,6.48,0,99.97,0,3918,743
2022-02,Mutual Fund,Tier 3,Salaried,35599,10.33,0,92.22,0,4839,687
2022-02,Mutual Fund,Tier 3,Self-Employed,84619,14.59,0,98.33,0,1396,648
2022-02,Mutual Fund,Tier 3,Student,36654,13.2,0,103.15,0,2482,615
2022-02,Fixed Deposit,Tier 1,Salaried,44773,8.16,0,105.08,0,2772,799
2022-02,Fixed Deposit,Tier 1,Self-Employed,95896,7.37,0,92.51,0,4074,710
2022-02,Fixed Deposit,Tier 1,Student,65621,12.45,0,103.64,0,1821,777
2022-02,Fixed Deposit,Tier 2,Salaried,64336,14.9,1,90.86,0,2548,696
2022-02,Fixed Deposit,Tier 2,Self-Employed,36672,7.12,1,100.88,0,4886,892
2022-02,Fixed Deposit,Tier 2,Student,71997,8.42,1,96.75,0,3005,849
2022-02,Fixed Deposit,Tier 3,Salaried,49779,15.49,0,99.86,0,3158,679
2022-02,Fixed Deposit,Tier 3,Self-Employed,46021,8.67,0,99.28,0,1739,649
2022-02,Fixed Deposit,Tier 3,Student,95179,9.98,0,96.24,0,4227,729
2022-02,SIP,Tier 1,Salaried,21950,8.2,1,109.52,0,4866,1071
2022-02,SIP,Tier 1,Self-Employed,81354,9.83,0,92.4,0,4205,781
2022-02,SIP,Tier 1,Student,30447,9.32,0,105.46,0,3566,703
2022-02,SIP,Tier 2,Salaried,30093,11.71,1,96,0,1483,719
2022-02,SIP,Tier 2,Self-Employed,66547,14.47,0,100.94,0,3823,860
2022-02,SIP,Tier 2,Student,21308,9.98,1,107.99,0,4996,1028
2022-02,SIP,Tier 3,Salaried,97265,10.84,0,91.19,0,2241,567
2022-02,SIP,Tier 3,Self-Employed,31607,15.43,0,100.61,0,1979,668
2022-02,SIP,Tier 3,Student,71215,6.76,0,94.1,0,2113,753
2022-03,Credit Card,Tier 1,Salaried,87240,12.22,1,96.3,0,4410,856
2022-03,Credit Card,Tier 1,Self-Employed,65751,12.36,0,93.28,0,2994,616
2022-03,Credit Card,Tier 1,Student,43840,15.47,1,95.81,0,2723,710
2022-03,Credit Card,Tier 2,Salaried,28990,6.61,1,91.24,0,2776,739
2022-03,Credit Card,Tier 2,Self-Employed,15939,8.3,1,92.69,0,3993,831
2022-03,Credit Card,Tier 2,Student,54769,8.42,0,108.98,0,2581,882
2022-03,Credit Card,Tier 3,Salaried,74805,15.29,1,99.19,0,3761,848
2022-03,Credit Card,Tier 3,Self-Employed,77468,10.59,0,93.31,0,2116,547
2022-03,Credit Card,Tier 3,Student,87227,14.98,1,106.87,0,4823,1033
2022-03,Personal Loan,Tier 1,Salaried,57153,14.54,1,103.18,0,4752,876
2022-03,Personal Loan,Tier 1,Self-Employed,22867,15.51,1,98.13,0,4770,826
2022-03,Personal Loan,Tier 1,Student,86221,11.7,0,99.18,0,3321,689
2022-03,Personal Loan,Tier 2,Salaried,48870,6.73,1,90.26,0,2413,640
2022-03,Personal Loan,Tier 2,Self-Employed,76155,13.93,0,97.1,0,2296,674
2022-03,Personal Loan,Tier 2,Student,24122,11.21,1,109.34,0,1519,851
2022-03,Personal Loan,Tier 3,Salaried,28793,10.77,1,96.2,0,2629,711
